Name,Buy,Gender,Age,Prefecture,City,Rank
宮沢 くみ子,2378,女,30,岩手県,武蔵野市,S
江古田 直人,3220,男,20,福岡県,武蔵野市,S
杉山 篤司,3038,男,40,新潟県,横浜市旭区,A
中村 直子,1727,男,30,宮崎県,横浜市青葉区,B
吉田 香織,4090,男,20,青森県,山武郡九十九里町,B
藤本 亮介,4256,男,20,千葉県,横浜市港北区,C
松本 亮介,1214,女,30,長崎県,夷隅郡御宿町,S
青田 翔太,3606,男,20,岐阜県,神津島村,S
佐々木 加奈,1684,男,40,和歌山県,印旛郡酒々井町,B
浜田 幹,183,女,30,大阪府,小笠原村,S
若松 真綾,1903,女,30,兵庫県,いすみ市,A
中島 修平,3086,男,40,群馬県,横浜市港北区,A
大垣 七夏,1106,女,20,島根県,千代田区,C
津田 智也,1389,女,30,高知県,杉並区,C
若松 陽一,3460,女,40,香川県,三宅島三宅村,A
山岸 花子,389,男,40,宮崎県,我孫子市,B
藤本 陽一,4593,男,20,京都府,横浜市西区,S
廣川 京助,3526,女,40,京都府,富津市,A
高橋 直人,4261,女,30,宮崎県,川崎市中原区,C
渚 千代,3644,男,20,愛媛県,浦安市,A
渚 零,3772,男,40,岩手県,山武郡九十九里町,C
中村 陽子,3509,女,20,鳥取県,長生郡長柄町,B
渡辺 桃子,2901,男,40,滋賀県,我孫子市,C
野村 翔太,4815,女,20,高知県,国立市,C
工藤 学,3467,男,20,宮城県,川崎市宮前区,A
小泉 加奈,3779,女,30,山形県,富里市,B
石田 加奈,4696,男,30,茨城県,横浜市瀬谷区,B
佐藤 知実,943,男,20,兵庫県,清瀬市,C
斉藤 和也,3702,男,30,島根県,御蔵島村,C
井上 太一,1516,女,30,徳島県,青ヶ島村,A
笹田 香織,3368,男,20,北海道,川崎市高津区,B
井上 七夏,4126,女,20,石川県,川崎市川崎区,B
高橋 あすか,4277,女,20,青森県,台東区,B
吉田 加奈,3214,女,20,新潟県,香取市,C
江古田 陽子,1465,男,30,富山県,印旛郡本埜村,B
吉本 翼,4560,女,40,愛知県,千代田区,B
田中 香織,786,女,30,大分県,新宿区,C
山岸 花子,2249,男,30,兵庫県,板橋区,C
斉藤 零,833,女,20,愛知県,横浜市瀬谷区,C
小林 千代,2471,女,40,山口県,足立区,C
加納 浩,3896,男,20,東京都,西多摩郡奥多摩町,C
渡辺 花子,546,男,40,滋賀県,品川区,A
笹田 亮介,385,女,30,千葉県,千代田区,A
渚 美加子,1741,男,30,宮城県,西多摩郡檜原村,B
吉本 千代,1796,女,20,福岡県,多摩市,C
江古田 加奈,2106,男,20,徳島県,横浜市都筑区,B
若松 さゆり,3811,男,40,群馬県,足立区,A
小泉 知実,3716,男,40,栃木県,御蔵島村,B
中村 春香,3749,女,40,岡山県,印旛郡栄町,C
笹田 加奈,4483,女,30,和歌山県,西多摩郡瑞穂町,B
中島 陽子,2507,女,40,岩手県,印旛郡栄町,B
小林 健一,4171,女,20,大分県,香取郡東庄町,C
村山 七夏,3676,女,20,和歌山県,川崎市中原区,A
宇野 花子,554,男,20,島根県,中央区,A
宮沢 亮介,934,男,40,埼玉県,武蔵村山市,A
井上 裕美子,4294,男,40,香川県,台東区,B
西之園 知実,4272,女,40,栃木県,横浜市中区,C
青山 花子,4016,女,40,長野県,あきる野市,A
山本 修平,1322,女,20,沖縄県,横浜市中区,S
吉本 京助,1292,男,30,愛媛県,香取郡神崎町,S
斉藤 美加子,782,男,20,鹿児島県,山武郡横芝光町,A
喜嶋 零,1716,男,40,兵庫県,四街道市,B
小泉 知実,1034,男,20,香川県,八丈島八丈町,S
加納 陽子,3792,男,40,沖縄県,西多摩郡奥多摩町,C
坂本 七夏,4454,男,20,三重県,安房郡鋸南町,A
吉本 健一,4386,女,30,高知県,青梅市,C
中村 和也,2552,女,40,熊本県,西多摩郡日の出町,S
渚 七夏,2437,女,20,広島県,八千代市,C
坂本 七夏,3499,女,30,岩手県,横浜市保土ケ谷区,B
江古田 裕太,2467,女,30,京都府,武蔵野市,A
青山 真綾,1532,女,20,新潟県,大島町,C
廣川 桃子,2131,男,20,三重県,匝瑳市,S
三宅 裕美子,882,女,30,岡山県,新宿区,C
津田 明美,1326,女,40,島根県,あきる野市,S
小林 さゆり,2155,男,20,宮崎県,印旛郡栄町,A
桐山 裕美子,118,男,30,埼玉県,横浜市泉区,S
石田 健一,4457,女,30,大阪府,荒川区,B
小泉 明美,641,女,20,埼玉県,八丈島八丈町,C
渡辺 さゆり,3538,女,20,神奈川県,豊島区,A
山田 加奈,3853,男,20,石川県,安房郡鋸南町,A
中村 聡太郎,236,女,40,香川県,青ヶ島村,S
山岸 太郎,2496,女,30,長野県,横浜市中区,S
山本 知実,4949,女,40,茨城県,御蔵島村,B
鈴木 裕太,4108,男,30,大分県,西多摩郡奥多摩町,S
加納 七夏,4314,女,30,秋田県,山武郡横芝光町,C
廣川 くみ子,1856,男,40,栃木県,渋谷区,C
山岸 里佳,2914,女,30,山梨県,横浜市瀬谷区,C
宇野 里佳,2859,女,30,千葉県,袖ケ浦市,A
佐藤 稔,4597,女,20,沖縄県,印旛郡本埜村,C
伊藤 春香,1221,女,30,愛媛県,板橋区,A
津田 翼,4900,女,20,島根県,長生郡長南町,S
渡辺 結衣,3520,女,40,長崎県,大島町,B
吉本 花子,3637,男,30,青森県,調布市,C
佐藤 結衣,3026,男,40,宮崎県,香取郡東庄町,A
原田 結衣,264,男,30,北海道,目黒区,B
大垣 治,3238,男,20,山口県,豊島区,B
喜嶋 健一,4425,男,30,東京都,山武郡横芝光町,C
加納 里佳,3511,女,30,沖縄県,印旛郡印旛村,B
石田 花子,3503,男,20,京都府,利島村,B
井高 聡太郎,3285,男,20,福井県,多摩市,A
山本 結衣,2104,女,40,大阪府,荒川区,B
青山 拓真,401,女,40,静岡県,横浜市旭区,C
大垣 篤司,4261,男,20,和歌山県,福生市,A
近藤 七夏,1245,男,20,石川県,杉並区,C
青田 くみ子,4287,女,40,広島県,中野区,A
松本 七夏,3800,男,40,秋田県,文京区,S
杉山 里佳,3400,女,20,山形県,白井市,S
中津川 あすか,3330,男,40,茨城県,御蔵島村,C
田中 京助,101,女,40,和歌山県,印旛郡本埜村,S
斉藤 知実,2785,女,30,福岡県,川崎市宮前区,C
浜田 亮介,4298,女,40,岩手県,渋谷区,B
山本 加奈,1378,女,30,愛媛県,足立区,A
坂本 七夏,4456,男,20,徳島県,八千代市,S
桐山 舞,3226,女,30,高知県,匝瑳市,S
田中 洋介,4203,男,40,和歌山県,港区,A
山田 太一,4104,女,40,鳥取県,練馬区,S
渡辺 英樹,2331,女,20,茨城県,小金井市,C
山岸 修平,670,男,40,島根県,渋谷区,S
斉藤 拓真,2791,男,40,島根県,日野市,S
鈴木 聡太郎,4193,男,40,大阪府,いすみ市,C
原田 七夏,1304,男,30,秋田県,川崎市高津区,S
井高 直人,3846,男,40,熊本県,北区,S
杉山 幹,2725,女,20,長崎県,多摩市,B
山口 淳,2615,男,30,宮城県,いすみ市,S
加藤 和也,1512,男,30,神奈川県,八街市,S
小泉 春香,4959,女,40,徳島県,匝瑳市,A
吉田 智也,1697,男,30,埼玉県,鴨川市,S
松本 直子,3457,男,20,山梨県,大島町,B
高橋 香織,4676,女,30,群馬県,江戸川区,A
近藤 香織,838,女,40,京都府,新島村,A
原田 結衣,761,男,40,宮崎県,我孫子市,S
江古田 美加子,685,女,40,奈良県,武蔵村山市,C
近藤 裕美子,4036,男,20,佐賀県,墨田区,A
喜嶋 洋介,2050,女,40,茨城県,夷隅郡御宿町,C
田辺 零,1845,女,30,兵庫県,山武郡九十九里町,S
三宅 裕樹,1387,男,20,新潟県,八千代市,A
吉本 千代,4813,男,40,千葉県,東久留米市,B
松本 桃子,3910,男,30,大阪府,町田市,B
加藤 裕美子,2996,男,30,東京都,練馬区,B
井高 修平,1028,男,20,福岡県,横浜市青葉区,A
井高 里佳,2940,女,40,滋賀県,川崎市幸区,A
加納 亮介,2295,女,20,神奈川県,国立市,S
鈴木 淳,4738,女,30,和歌山県,江東区,A
近藤 裕美子,2786,男,20,長野県,香取市,S
江古田 美加子,4283,男,30,宮崎県,川崎市高津区,B
若松 健一,858,男,30,神奈川県,川崎市中原区,C
浜田 知実,3078,男,30,徳島県,新宿区,S
西之園 知実,2165,女,30,和歌山県,千代田区,A
井高 治,252,女,40,埼玉県,山武郡横芝光町,B
佐藤 裕樹,2376,男,40,茨城県,横浜市港北区,C
伊藤 加奈,1882,男,30,秋田県,足立区,C
高橋 学,4040,男,40,大分県,世田谷区,B
吉田 淳,471,女,40,広島県,あきる野市,S
藤本 晃,971,男,20,福岡県,武蔵野市,A
野村 明美,4014,女,30,静岡県,八王子市,A
近藤 明美,1274,女,20,和歌山県,西多摩郡奥多摩町,C
浜田 桃子,2856,男,40,茨城県,横浜市都筑区,S
大垣 裕樹,2194,女,40,石川県,文京区,S
中津川 裕美子,3242,女,20,青森県,山武郡横芝光町,S
大垣 聡太郎,1206,男,20,島根県,夷隅郡御宿町,B
喜嶋 智也,2174,男,30,静岡県,浦安市,C
伊藤 京助,4115,男,20,大阪府,横浜市緑区,S
青田 直樹,4482,男,20,石川県,昭島市,B
村山 千代,412,女,40,長崎県,横浜市保土ケ谷区,A
浜田 七夏,2331,男,40,福島県,足立区,B
原田 知実,1662,女,20,秋田県,山武郡横芝光町,S
山口 香織,1796,女,20,岐阜県,八丈島八丈町,C
野村 香織,2575,女,30,福島県,横浜市瀬谷区,S
若松 直子,1943,男,20,島根県,長生郡長柄町,B
山本 桃子,3534,女,30,長崎県,横浜市栄区,B
渚 真綾,3434,女,20,群馬県,八千代市,B
井上 亮介,3742,男,30,愛知県,君津市,C
高橋 直樹,1345,女,40,京都府,君津市,S
江古田 学,3748,女,40,愛媛県,西多摩郡日の出町,A
藤本 涼平,1351,男,30,福島県,清瀬市,C
青田 結衣,2638,男,20,京都府,江戸川区,B
藤本 結衣,4823,男,20,長崎県,中央区,C
山口 零,2342,女,30,埼玉県,香取郡神崎町,A
中島 知実,381,女,30,埼玉県,南房総市,B
小泉 千代,2985,男,40,鳥取県,横浜市港南区,S
鈴木 直人,3694,男,30,千葉県,横浜市鶴見区,A
近藤 康弘,2441,男,30,大分県,狛江市,B
廣川 明美,2643,女,40,福井県,港区,S
中村 裕太,1518,女,20,三重県,横浜市瀬谷区,B
加藤 翼,1812,女,40,富山県,青ヶ島村,B
中島 くみ子,4353,女,40,高知県,台東区,C
村山 桃子,4174,女,20,北海道,新島村,S
木村 晃,3811,女,40,石川県,練馬区,B
井上 直人,4211,女,20,宮崎県,豊島区,B
喜嶋 香織,4332,女,20,岩手県,香取市,S
中島 充,2290,女,30,奈良県,小金井市,A
宇野 晃,4451,男,20,愛知県,八王子市,A
三宅 結衣,856,男,40,鹿児島県,袖ケ浦市,B
佐藤 加奈,3994,男,20,和歌山県,西多摩郡瑞穂町,A
斉藤 幹,4170,男,30,石川県,川崎市幸区,C
宇野 学,3879,男,40,香川県,多摩市,C
青山 美加子,1667,男,20,熊本県,板橋区,S
小林 亮介,2492,男,20,高知県,我孫子市,C
青田 治,4403,女,40,岡山県,匝瑳市,B
浜田 智也,924,男,30,神奈川県,川崎市宮前区,A
斉藤 洋介,1732,女,20,茨城県,横浜市旭区,A
小泉 舞,1499,男,20,徳島県,利島村,A
鈴木 あすか,2806,男,20,長崎県,香取郡多古町,B
石田 桃子,2458,男,20,北海道,台東区,S
佐藤 直人,2951,女,40,沖縄県,西多摩郡奥多摩町,B
坂本 直子,4599,男,20,北海道,八千代市,C
松本 裕樹,1022,男,40,新潟県,東村山市,B
鈴木 花子,4476,女,40,秋田県,西東京市,B
鈴木 零,3007,男,20,福岡県,小平市,S
高橋 晃,3107,女,40,長野県,新島村,A
青山 くみ子,2855,男,40,高知県,町田市,C
山口 京助,1492,男,20,愛媛県,白井市,B
藤本 春香,4304,女,20,富山県,印旛郡本埜村,C
山田 さゆり,2181,男,20,福島県,川崎市幸区,C
中島 涼平,914,男,20,鳥取県,あきる野市,B
佐藤 充,2241,男,30,岡山県,日野市,S
加納 翔太,2964,女,40,熊本県,長生郡長柄町,C
佐々木 陽一,3606,女,40,青森県,新島村,S
工藤 花子,1238,女,40,兵庫県,立川市,B
山田 真綾,1909,男,40,長野県,大島町,B
喜嶋 陽一,1887,女,20,鹿児島県,横浜市都筑区,A
加納 裕樹,4787,男,20,福島県,長生郡長生村,S
津田 英樹,3650,男,30,青森県,杉並区,C
山本 聡太郎,4407,女,20,島根県,香取郡神崎町,C
村山 さゆり,4766,女,20,石川県,西多摩郡奥多摩町,A
佐々木 充,2148,男,40,栃木県,横浜市西区,B
中津川 幹,2255,女,30,鳥取県,横浜市港北区,C
村山 加奈,3854,女,40,長野県,印旛郡本埜村,B
渡辺 拓真,2737,女,30,島根県,横浜市戸塚区,C
渚 あすか,3117,男,20,鳥取県,武蔵村山市,S
中津川 聡太郎,2709,女,20,群馬県,横浜市神奈川区,B
三宅 真綾,2991,男,20,山形県,横浜市港南区,S
高橋 春香,4676,女,40,香川県,横浜市都筑区,A
小林 淳,2122,女,20,鳥取県,八王子市,A
村山 春香,3453,男,40,東京都,新島村,B
井高 花子,4035,男,40,岩手県,西東京市,B
喜嶋 真綾,1864,男,20,三重県,八王子市,B
工藤 太一,598,女,30,神奈川県,横浜市戸塚区,S
佐々木 康弘,2806,女,20,栃木県,横浜市中区,C
坂本 和也,4413,男,20,熊本県,横浜市南区,C
喜嶋 明美,1847,男,20,新潟県,横浜市戸塚区,A
田辺 明美,2852,女,40,群馬県,横浜市瀬谷区,B
山本 裕美子,3012,男,30,岡山県,東村山市,S
加納 太一,3254,女,40,石川県,横浜市瀬谷区,S
石田 花子,634,男,20,東京都,大網白里市,A
廣川 浩,4811,男,20,佐賀県,東久留米市,B
吉本 陽子,3408,男,20,岡山県,東村山市,B
杉山 くみ子,1261,男,30,石川県,神津島村,S
渡辺 香織,4432,男,20,群馬県,あきる野市,B
吉田 幹,4133,男,30,大分県,富里市,S
原田 あすか,759,女,40,愛知県,武蔵村山市,A
山本 舞,2230,女,20,千葉県,川崎市幸区,C
佐々木 英樹,2352,男,30,熊本県,長生郡長南町,B
青山 春香,1139,男,40,静岡県,神津島村,A
工藤 稔,2955,男,20,福岡県,葛飾区,C
井上 和也,721,女,30,熊本県,印旛郡酒々井町,S
近藤 千代,1440,男,30,群馬県,青ヶ島村,B
小林 里佳,3253,女,20,宮城県,八千代市,B
山口 充,3891,女,40,埼玉県,長生郡長柄町,S
西之園 充,1572,女,20,秋田県,山武郡九十九里町,B
中村 里佳,4142,女,30,長野県,安房郡鋸南町,S
田辺 結衣,3904,女,40,神奈川県,我孫子市,S
鈴木 英樹,1937,男,40,香川県,我孫子市,C
井上 花子,4874,男,40,宮崎県,福生市,B
宇野 花子,408,女,40,山形県,長生郡一宮町,B
田中 篤司,3639,女,20,山形県,東久留米市,A
吉田 健一,3926,女,40,香川県,羽村市,B
若松 裕美子,391,男,20,北海道,鴨川市,C
青山 聡太郎,4373,女,40,兵庫県,神津島村,C
桐山 春香,1431,男,20,北海道,北区,S
佐々木 拓真,1720,女,30,兵庫県,小平市,S
高橋 浩,1736,男,30,沖縄県,調布市,C
小泉 聡太郎,4977,女,30,愛知県,あきる野市,C
田中 直樹,2289,女,40,島根県,香取郡神崎町,S
松本 裕美子,2687,男,40,埼玉県,港区,B
高橋 花子,3222,女,20,長崎県,浦安市,S
石田 聡太郎,1289,女,30,鹿児島県,八千代市,C
大垣 加奈,2031,男,40,奈良県,いすみ市,C
山口 京助,757,女,30,山形県,昭島市,S
山岸 真綾,1171,女,20,兵庫県,中野区,A
田辺 裕太,3953,男,40,京都府,杉並区,C
宮沢 洋介,3429,男,20,岐阜県,印旛郡栄町,S
青田 春香,4512,女,40,京都府,富里市,A
吉田 稔,3604,男,40,岡山県,長生郡一宮町,A
山岸 裕美子,4468,男,20,秋田県,八街市,A
江古田 あすか,4389,女,40,青森県,横浜市鶴見区,S
宇野 裕太,4940,女,40,島根県,四街道市,A
藤本 智也,1036,男,30,東京都,香取郡多古町,C
鈴木 京助,2050,女,20,香川県,横浜市南区,A
鈴木 桃子,794,女,20,滋賀県,狛江市,A
加納 直子,3395,女,40,和歌山県,新宿区,B
津田 康弘,739,男,40,福井県,東久留米市,B
石田 英樹,4494,男,40,岩手県,富里市,C
伊藤 亮介,2122,男,20,北海道,渋谷区,S
石田 治,2596,男,30,広島県,横浜市港北区,A
青田 拓真,3338,女,20,埼玉県,長生郡睦沢町,C
加納 知実,1411,女,30,埼玉県,鎌ケ谷市,B
井上 真綾,4012,男,30,群馬県,羽村市,B
伊藤 涼平,4266,男,30,徳島県,八丈島八丈町,A
石田 洋介,1864,女,30,茨城県,三宅島三宅村,S
井高 春香,3486,男,20,滋賀県,神津島村,A
木村 幹,2424,男,30,香川県,横浜市泉区,B
松本 英樹,4678,男,40,岩手県,国立市,S
大垣 真綾,3380,男,40,愛媛県,長生郡長柄町,C
浜田 京助,2971,女,40,和歌山県,狛江市,A
宇野 翼,610,女,40,高知県,横浜市港南区,S
渡辺 さゆり,4872,女,20,福岡県,横浜市港南区,B
山口 七夏,1823,女,20,石川県,多摩市,A
井上 裕太,1944,男,30,広島県,西多摩郡奥多摩町,B
廣川 充,1883,女,30,島根県,夷隅郡御宿町,B
江古田 篤司,4383,女,40,長崎県,武蔵村山市,S
佐々木 英樹,244,男,20,香川県,小平市,S
佐藤 太郎,4163,男,30,三重県,横浜市瀬谷区,C
山田 京助,2186,女,20,宮崎県,浦安市,A
笹田 知実,4818,男,30,宮崎県,川崎市幸区,B
田辺 翔太,4262,男,30,奈良県,川崎市高津区,C
加納 あすか,901,男,30,沖縄県,国立市,B
松本 直子,567,女,30,島根県,荒川区,A
工藤 零,1631,女,40,鹿児島県,安房郡鋸南町,B
中村 知実,3297,女,30,茨城県,横浜市磯子区,B
青山 春香,1337,男,40,栃木県,川崎市高津区,S
近藤 さゆり,2173,女,30,愛媛県,横浜市保土ケ谷区,S
小林 香織,4209,男,20,熊本県,杉並区,A
村山 あすか,1899,女,40,徳島県,墨田区,B
藤本 桃子,1239,女,20,香川県,武蔵村山市,B
加藤 直樹,1931,男,20,千葉県,印旛郡印旛村,S
高橋 太一,3437,男,30,千葉県,川崎市中原区,B
廣川 零,2710,男,40,香川県,新島村,C
井上 学,3959,女,40,大分県,杉並区,C
若松 聡太郎,4216,男,30,栃木県,足立区,C
山口 太一,682,男,30,青森県,新宿区,C
加藤 舞,4211,女,40,佐賀県,山武郡横芝光町,B
宮沢 洋介,3827,女,20,山口県,新宿区,B
工藤 さゆり,1912,女,30,岐阜県,香取郡多古町,B
藤本 康弘,2433,男,20,福井県,横浜市旭区,B
小泉 美加子,4209,男,20,青森県,印旛郡酒々井町,S
石田 美加子,362,男,30,群馬県,印旛郡酒々井町,A
吉本 美加子,309,女,30,静岡県,多摩市,C
田辺 翼,981,男,30,福島県,山武市,C
青田 拓真,3409,男,30,群馬県,国立市,B
喜嶋 千代,1559,女,30,徳島県,小金井市,S
渡辺 七夏,1757,女,20,青森県,印旛郡酒々井町,S
井上 裕美子,1788,女,40,高知県,西多摩郡檜原村,C
鈴木 浩,4052,女,20,新潟県,八千代市,S
山田 淳,114,女,20,福島県,中央区,A
小泉 幹,476,女,30,大分県,香取郡多古町,A
中津川 翼,4796,男,30,山梨県,練馬区,B
喜嶋 明美,937,男,40,茨城県,我孫子市,B
山口 翼,2889,男,20,島根県,香取市,B
松本 花子,1552,男,40,奈良県,昭島市,C
青山 晃,4222,男,40,山形県,神津島村,A
原田 春香,4937,女,30,福井県,武蔵村山市,B
山本 裕樹,737,女,20,徳島県,富里市,S
宮沢 亮介,3912,女,40,新潟県,立川市,S
山岸 学,2816,女,20,茨城県,台東区,A
坂本 真綾,3222,男,40,秋田県,川崎市高津区,B
佐藤 くみ子,3443,男,20,秋田県,四街道市,C
野村 明美,4560,男,20,山形県,印旛郡酒々井町,A
伊藤 くみ子,306,男,20,北海道,西多摩郡日の出町,S
渚 千代,1985,女,40,秋田県,羽村市,C
山岸 太一,4004,女,30,岩手県,八街市,A
江古田 明美,1800,女,20,兵庫県,印西市,S
野村 陽子,1862,女,20,鹿児島県,山武郡横芝光町,A
坂本 淳,1713,女,20,愛知県,江戸川区,A
野村 真綾,2731,男,20,群馬県,八王子市,B
中津川 舞,3920,女,30,三重県,三宅島三宅村,C
若松 千代,4866,男,30,三重県,足立区,A
若松 翔太,4823,女,30,山口県,横浜市戸塚区,A
杉山 零,406,女,40,秋田県,横浜市港南区,S
江古田 知実,632,男,30,滋賀県,目黒区,S
鈴木 涼平,2435,男,40,石川県,匝瑳市,B
山本 里佳,3178,女,30,徳島県,立川市,C
鈴木 くみ子,2358,女,20,宮城県,印旛郡酒々井町,B
高橋 結衣,836,男,20,島根県,横浜市瀬谷区,S
桐山 淳,2648,男,20,高知県,長生郡白子町,B
佐々木 香織,3193,女,40,福岡県,我孫子市,C
石田 晃,3325,女,30,和歌山県,横浜市西区,C
井上 智也,428,女,30,福島県,東村山市,S
村山 和也,2332,男,40,沖縄県,川崎市高津区,S
加藤 舞,3579,女,30,兵庫県,葛飾区,C
斉藤 和也,2544,女,20,北海道,調布市,A
野村 裕太,2338,女,30,島根県,あきる野市,A
廣川 英樹,2481,女,30,和歌山県,八王子市,C
佐々木 美加子,3478,女,30,京都府,三鷹市,A
西之園 浩,4202,女,20,大阪府,多摩市,C
加納 裕樹,2905,女,30,大分県,青ヶ島村,C
加藤 加奈,4570,男,40,長崎県,横浜市磯子区,A
大垣 治,2230,男,30,滋賀県,山武郡九十九里町,S
村山 陽一,4510,男,20,徳島県,武蔵野市,S
西之園 直人,2945,男,20,広島県,川崎市中原区,C
伊藤 結衣,4641,男,20,青森県,中野区,B
加納 あすか,3787,女,20,鳥取県,板橋区,C
中津川 明美,1848,男,30,宮崎県,利島村,C
加納 裕太,3554,女,20,長野県,長生郡一宮町,A
高橋 洋介,4167,男,40,栃木県,横浜市保土ケ谷区,S
津田 幹,618,男,30,滋賀県,新宿区,S
工藤 和也,1150,女,30,石川県,夷隅郡大多喜町,A
藤本 修平,1592,女,40,岡山県,八王子市,B
吉田 加奈,4947,男,30,宮城県,東村山市,B
中津川 くみ子,3987,女,30,徳島県,練馬区,A
伊藤 舞,2462,男,20,群馬県,横浜市戸塚区,A
大垣 和也,3681,女,20,香川県,武蔵野市,A
加藤 舞,2975,女,20,佐賀県,香取市,B
藤本 智也,1941,男,30,愛知県,四街道市,S
鈴木 裕美子,1770,女,30,岐阜県,袖ケ浦市,A
原田 零,1831,男,30,富山県,狛江市,A
西之園 あすか,4890,女,20,東京都,南房総市,B
斉藤 加奈,814,女,40,山梨県,多摩市,S
渡辺 裕美子,4958,女,30,新潟県,横浜市神奈川区,A
近藤 陽一,671,女,40,北海道,横浜市金沢区,B
井高 翼,2800,女,40,和歌山県,中野区,B
野村 直子,445,男,20,島根県,白井市,A
山田 結衣,2385,男,40,山形県,稲城市,S
中島 春香,1405,女,20,大阪府,狛江市,A
三宅 晃,2931,女,20,群馬県,横浜市泉区,A
鈴木 稔,2710,女,30,山形県,神津島村,C
加藤 加奈,2889,男,40,高知県,国分寺市,C
木村 直子,3233,男,20,鳥取県,八千代市,A
佐藤 美加子,488,女,40,栃木県,中野区,A
加納 桃子,553,男,20,山口県,新島村,S
吉田 充,157,女,40,神奈川県,長生郡一宮町,A
小泉 直子,3789,女,20,千葉県,君津市,A
松本 直人,4419,男,40,長野県,長生郡一宮町,A
笹田 浩,4228,女,40,福島県,横浜市西区,B
大垣 康弘,972,男,40,福岡県,西多摩郡瑞穂町,A
吉田 浩,941,女,40,北海道,西多摩郡瑞穂町,A
佐藤 陽一,1257,女,20,群馬県,八王子市,A
鈴木 陽子,3801,男,30,香川県,武蔵村山市,A
中津川 幹,3014,女,40,宮崎県,横浜市磯子区,A
杉山 舞,2108,男,30,青森県,台東区,C
加納 桃子,112,男,20,埼玉県,川崎市中原区,B
藤本 加奈,2545,男,40,兵庫県,杉並区,S
小泉 聡太郎,4975,女,40,鳥取県,白井市,C
津田 幹,3540,男,40,神奈川県,鴨川市,A
山田 陽子,1181,女,40,徳島県,西多摩郡瑞穂町,A
小泉 桃子,4559,男,20,佐賀県,神津島村,A
佐々木 零,2588,女,30,滋賀県,大網白里市,C
佐藤 知実,764,女,40,宮城県,江東区,B
石田 知実,2915,男,40,徳島県,港区,B
吉田 舞,3748,男,20,岩手県,足立区,A
藤本 美加子,1589,男,20,愛媛県,八丈島八丈町,B
鈴木 千代,1239,女,30,静岡県,香取市,A
廣川 知実,610,女,20,大阪府,西多摩郡日の出町,B
加藤 加奈,2457,男,20,千葉県,横浜市栄区,B
高橋 陽子,1192,女,40,栃木県,八千代市,A
吉本 知実,549,女,20,群馬県,荒川区,B
桐山 裕美子,1249,女,30,佐賀県,浦安市,S
江古田 学,2531,女,40,青森県,長生郡睦沢町,A
山口 翔太,2612,男,20,東京都,練馬区,C
野村 健一,700,女,30,石川県,西東京市,B
笹田 篤司,4926,女,20,徳島県,小笠原村,S
野村 涼平,2849,女,30,東京都,西多摩郡瑞穂町,B
佐々木 花子,572,男,20,徳島県,横浜市中区,B
井高 あすか,4853,女,40,福島県,小金井市,B
藤本 明美,1717,男,40,和歌山県,川崎市川崎区,A
中村 陽一,1132,男,20,千葉県,西多摩郡瑞穂町,A
加納 結衣,3430,女,30,神奈川県,川崎市多摩区,C
井上 明美,3641,男,30,岐阜県,西多摩郡檜原村,S
工藤 陽一,2477,男,40,長崎県,横浜市栄区,C
斉藤 裕樹,1545,男,40,宮崎県,渋谷区,A
山本 香織,3307,女,20,大分県,墨田区,B
山岸 充,2805,男,20,福井県,横浜市保土ケ谷区,B
近藤 美加子,2810,男,20,山形県,印旛郡酒々井町,A
近藤 直人,3768,男,20,岩手県,墨田区,C
喜嶋 加奈,1630,男,30,愛媛県,狛江市,S
浜田 健一,4008,男,20,宮崎県,印西市,C
井高 千代,775,女,40,兵庫県,印西市,S
田辺 直樹,3959,男,30,埼玉県,新宿区,S
鈴木 陽一,4247,男,40,神奈川県,墨田区,A
三宅 亮介,126,男,30,岩手県,長生郡白子町,S
中島 太郎,3466,男,40,千葉県,三宅島三宅村,A
石田 涼平,1450,女,20,福島県,西多摩郡瑞穂町,S
田中 英樹,1752,女,20,三重県,南房総市,S
坂本 陽子,4729,男,40,鹿児島県,長生郡睦沢町,A
廣川 幹,1278,女,30,沖縄県,我孫子市,A
吉本 健一,3180,女,20,岡山県,香取郡多古町,S
石田 健一,1407,女,30,佐賀県,川崎市中原区,B
小泉 晃,4794,女,20,京都府,横浜市青葉区,B
青山 浩,3882,女,20,福井県,安房郡鋸南町,B
井高 桃子,1650,男,40,鹿児島県,袖ケ浦市,C
桐山 里佳,1454,女,40,三重県,白井市,A
工藤 裕美子,4879,男,30,奈良県,御蔵島村,S
吉本 篤司,421,女,20,愛知県,川崎市多摩区,C
井高 くみ子,4636,女,20,富山県,日野市,S
浜田 太郎,2815,女,40,山形県,日野市,B
山田 千代,2512,男,40,神奈川県,西多摩郡日の出町,B
杉山 直子,3779,女,20,愛知県,大田区,S
青山 春香,4267,女,20,高知県,八王子市,A
渚 学,203,女,40,岐阜県,香取市,A
三宅 修平,454,女,40,埼玉県,印旛郡印旛村,S
石田 明美,4345,男,40,新潟県,川崎市多摩区,S
山本 篤司,2707,男,30,奈良県,浦安市,C
桐山 晃,801,男,30,静岡県,横浜市緑区,B
田辺 晃,3346,男,20,千葉県,立川市,C
井高 裕太,2593,男,30,兵庫県,羽村市,A
桐山 英樹,2963,女,30,滋賀県,夷隅郡大多喜町,A
宮沢 智也,3115,女,30,長崎県,千代田区,A
木村 千代,2387,女,30,兵庫県,香取市,B
